"","Top","p.value","FDR","summary.AUC","AUC.d5_MuSCs_and_progenitors"
"Gsta2",1012,1,1,0.500569531022174,0.500569531022174
"Cox7a2",1013,1,1,0.464540161712459,0.464540161712459
"Elovl4",1014,1,1,0.498201327115085,0.498201327115085
"Bckdhb",1015,1,1,0.510982977289654,0.510982977289654
"Pgm3",1016,1,1,0.51853104483088,0.51853104483088
"Me1",1017,1,1,0.512466096733666,0.512466096733666
"Cyb5r4",1018,1,1,0.503285081247246,0.503285081247246
"Nt5e",1019,1,1,0.502391043617635,0.502391043617635
"Mthfsl",1020,1,1,0.5031886063099,0.5031886063099
"Mthfs",1021,1,1,0.49477317792098,0.49477317792098
"Plod2",1022,1,1,0.540063593062867,0.540063593062867
"Chst2",1023,1,1,0.566247402668117,0.566247402668117
"Nmnat3",1024,1,1,0.506070977780799,0.506070977780799
"Pik3cb",1025,1,1,0.517662404959397,0.517662404959397
"Pccb",1026,1,1,0.488498652639795,0.488498652639795
"Nudt16",1027,1,1,0.497353151624251,0.497353151624251
"Glyctk",1028,1,1,0.494106258373038,0.494106258373038
"Alas1",1029,1,1,0.524775787129512,0.524775787129512
"Acy1",1030,1,1,0.504854991591332,0.504854991591332
"Hyal2",1031,1,1,0.520772442665018,0.520772442665018
"Hyal1",1032,1,1,0.489221849234523,0.489221849234523
"Hyal3",1033,1,1,0.501113664286221,0.501113664286221
"Gmppb",1034,1,1,0.520029877995748,0.520029877995748
"Amt",1035,1,1,0.500699260578075,0.500699260578075
"Gpx1",1036,1,1,0.571794163412465,0.571794163412465
"Impdh2",1037,1,1,0.546741010838082,0.546741010838082
"Uqcrc1",1038,1,1,0.472552880325033,0.472552880325033
"Pfkfb4",1039,1,1,0.510288467371372,0.510288467371372
"Nme6",1040,1,1,0.491614902746685,0.491614902746685
"Setd2",1041,1,1,0.510674549838441,0.510674549838441
"Glb1",1042,1,1,0.486089702689093,0.486089702689093
"Gpd1l",1043,1,1,0.501977553497911,0.501977553497911
"Stt3b",1044,1,1,0.547215894099754,0.547215894099754
"Gadl1",1045,1,1,0.49905242608887,0.49905242608887
"Plcd1",1046,1,1,0.511562923219836,0.511562923219836
"Acaa1b",1047,1,1,0.500233513200622,0.500233513200622
"Acaa1a",1048,1,1,0.538555806731466,0.538555806731466
"Xylb",1049,1,1,0.505803661808569,0.505803661808569
"Entpd3",1050,1,1,0.500366166239473,0.500366166239473
"Pomgnt2",1051,1,1,0.498210462999303,0.498210462999303
"Sacm1l",1052,1,1,0.518865966346326,0.518865966346326
"Pla2g3",1053,1,1,0.498869525686818,0.498869525686818
"Inpp5j",1054,1,1,0.500183083119736,0.500183083119736
"Gal3st1",1055,1,1,0.499895302766857,0.499895302766857
"Mtmr3",1056,1,1,0.505723083309763,0.505723083309763
"Uqcr10",1057,1,1,0.447249404523067,0.447249404523067
"Pgam2",1058,1,1,0.471177564314798,0.471177564314798
"Gck",1059,1,1,0.499734328486929,0.499734328486929
"Ogdh",1060,1,1,0.498698501934249,0.498698501934249
"Adcy1",1061,1,1,0.504574154510459,0.504574154510459
"Upp1",1062,1,1,0.502339699948327,0.502339699948327
"Ddc",1063,1,1,0.483207148500509,0.483207148500509
"Ugp2",1064,1,1,0.509920839390425,0.509920839390425
"Mdh1",1065,1,1,0.469276569526637,0.469276569526637
"B3gnt2",1066,1,1,0.500617220337794,0.500617220337794
"Acyp2",1067,1,1,0.501848554812747,0.501848554812747
"Chac2",1068,1,1,0.516165764406741,0.516165764406741
"Pank3",1069,1,1,0.497818350848651,0.497818350848651
"Mat2b",1070,1,1,0.486972777257641,0.486972777257641
"Mgat1",1071,1,1,0.535085449752271,0.535085449752271
"Gfpt2",1072,1,1,0.51528926767483,0.51528926767483
"Mgat4b",1073,1,1,0.482200374059643,0.482200374059643
"Ltc4s",1074,1,1,0.504564835908556,0.504564835908556
"Phykpl",1075,1,1,0.50671651935967,0.50671651935967
"Uqcrq",1076,1,1,0.451524815619585,0.451524815619585
"P4ha2",1077,1,1,0.526278274648067,0.526278274648067
"Acsl6",1078,1,1,0.501999662337719,0.501999662337719
"Gpx3",1079,1,1,0.568159177799655,0.568159177799655
"Galnt10",1080,1,1,0.524474668385675,0.524474668385675
"4930438A08Rik",1081,1,1,0.5,0.5
"Guk1",1082,1,1,0.509466237791718,0.509466237791718
"Nt5m",1083,1,1,0.514806710270415,0.514806710270415
"Pemt",1084,1,1,0.50006358575416,0.50006358575416
"Shmt1",1085,1,1,0.507726400001169,0.507726400001169
"Aldh3a1",1086,1,1,0.498961615399739,0.498961615399739
"Aldh3a2",1087,1,1,0.50845014474895,0.50845014474895
"Pigl",1088,1,1,0.511198036004154,0.511198036004154
"Hs3st3b1",1089,1,1,0.497117811246785,0.497117811246785
"Cox10",1090,1,1,0.49626123074247,0.49626123074247
"Hs3st3a1",1091,1,1,0.502563163676309,0.502563163676309
"Adprm",1092,1,1,0.513712231341053,0.513712231341053
"Pfas",1093,1,1,0.507285136793422,0.507285136793422
"Alox12b",1094,1,1,0.500183083119736,0.500183083119736
"Alox8",1095,1,1,0.499033423449695,0.499033423449695
"Gucy2e",1096,1,1,0.500183083119736,0.500183083119736
"Sat2",1097,1,1,0.500097571243452,0.500097571243452
"Acadvl",1098,1,1,0.508386924430158,0.508386924430158
"Alox12",1099,1,1,0.500649561367927,0.500649561367927
"Alox15",1100,1,1,0.5,0.5
"Pld2",1101,1,1,0.51773786736304,0.51773786736304
"Eno3",1102,1,1,0.417758404830763,0.417758404830763
"Aspa",1103,1,1,0.501660355597849,0.501660355597849
"Pafah1b1",1104,1,1,0.50707756950398,0.50707756950398
"Srr",1105,1,1,0.500699626013444,0.500699626013444
"Inpp5k",1106,1,1,0.505311968519936,0.505311968519936
"Aldoc",1107,1,1,0.50180013462639,0.50180013462639
"Pigs",1108,1,1,0.519974697255069,0.519974697255069
"Nos2",1109,1,1,0.499500998003992,0.499500998003992
"Acaca",1110,1,1,0.523073771899628,0.523073771899628
"Dhrs11",1111,1,1,0.498420040183273,0.498420040183273
"Pigw",1112,1,1,0.506841132820408,0.506841132820408
"Gdpd1",1113,1,1,0.490484428433503,0.490484428433503
"Mtmr4",1114,1,1,0.500138500004751,0.500138500004751
"Mpo",1115,1,1,0.500649561367927,0.500649561367927
"Dgke",1116,1,1,0.508329733794951,0.508329733794951
"Cox11",1117,1,1,0.494273079618865,0.494273079618865
"Nme2",1118,1,1,0.502556403121987,0.502556403121987
"Nme1",1119,1,1,0.487431764080773,0.487431764080773
"Xylt2",1120,1,1,0.507429483764072,0.507429483764072
"Phospho1",1121,1,1,0.5,0.5
"Atp5g1",1122,1,1,0.454049243146808,0.454049243146808
"Pnpo",1123,1,1,0.499853460417137,0.499853460417137
"Pip4k2b",1124,1,1,0.506828708017871,0.506828708017871
"Nt5c3b",1125,1,1,0.505500715887887,0.505500715887887
"Acly",1126,1,1,0.526149275962904,0.526149275962904
"Atp6v0a1",1127,1,1,0.522113773185961,0.522113773185961
"Naglu",1128,1,1,0.503535587192514,0.503535587192514
"Hsd17b1",1129,1,1,0.50078148353604,0.50078148353604
"Coasy",1130,1,1,0.505525017339908,0.505525017339908
"Ezh1",1131,1,1,0.506512423706231,0.506512423706231
"Aoc2",1132,1,1,0.49780830137601,0.49780830137601
"Aoc3",1133,1,1,0.501148928799304,0.501148928799304
"G6pc",1134,1,1,0.5,0.5
"Nags",1135,1,1,0.500366166239473,0.500366166239473
